gene_id	group	Case PTV	Ctrl PTV	Case mis3	Ctrl mis3	Case mis2	Ctrl mis2	P ca/co (Class 1)	P ca/co (Class 2)	P ca/co (comb)	De novo PTV	De novo mis3	De novo mis2	P de novo	P meta	Q meta	OR (PTV)	OR (Class I)	OR (Class II)	OR (PTV) lower bound	OR (PTV) upper bound	OR (Class I) lower bound	OR (Class I) upper bound	OR (Class II) lower bound	OR (Class II) upper bound
ENSG00000215853	meta	7	56	0	0	0	0	1.8600e-01	NA	1.8600e-01	NA	NA	NA	NA	1.8600e-01	1.0000e+00	5.0200e-01	5.0200e-01	NA	1.9300e-01	1.1000e+00	1.9300e-01	1.1000e+00	NA	NA
ENSG00000215883	meta	7	20	0	0	0	0	5.9400e-01	NA	5.9400e-01	NA	NA	NA	NA	5.9400e-01	1.0000e+00	1.4000e+00	1.4000e+00	NA	5.0200e-01	3.4600e+00	5.0200e-01	3.4600e+00	NA	NA
ENSG00000215906	meta	0	1	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	NA	NA
ENSG00000215910	meta	10	8	0	0	0	0	7.0100e-01	NA	7.0100e-01	NA	NA	NA	NA	7.0100e-01	1.0000e+00	5.0200e+00	5.0200e+00	NA	1.7800e+00	1.4600e+01	1.7800e+00	1.4600e+01	NA	NA
ENSG00000215912	meta	6	5	0	0	0	0	6.0800e-01	NA	6.0800e-01	NA	NA	NA	NA	6.0800e-01	1.0000e+00	4.8200e+00	4.8200e+00	NA	1.2200e+00	2.0000e+01	1.2200e+00	2.0000e+01	NA	NA
ENSG00000215915	meta	9	37	1	0	0	3	8.2300e-01	1.0000e+00	8.2300e-01	NA	NA	NA	NA	8.2300e-01	1.0000e+00	9.7600e-01	1.0800e+00	0.0000e+00	4.1400e-01	2.0600e+00	4.8100e-01	2.2300e+00	0.0000e+00	9.7100e+00
ENSG00000216490	meta	5	18	0	0	0	0	9.0200e-01	NA	9.0200e-01	NA	NA	NA	NA	9.0200e-01	1.0000e+00	1.1100e+00	1.1100e+00	NA	3.2400e-01	3.1200e+00	3.2400e-01	3.1200e+00	NA	NA
ENSG00000216588	meta	1	0	0	0	0	0	5.7800e-01	NA	5.7800e-01	NA	NA	NA	NA	5.7800e-01	1.0000e+00	Infinity	Infinity	NA	1.0300e-01	Infinity	1.0300e-01	Infinity	NA	NA
ENSG00000216937	meta	8	25	0	0	0	0	6.8500e-01	NA	6.8500e-01	NA	NA	NA	NA	6.8500e-01	1.0000e+00	1.2800e+00	1.2800e+00	NA	5.0100e-01	2.9400e+00	5.0100e-01	2.9400e+00	NA	NA
ENSG00000217128	meta	2	15	0	1	9	18	5.7700e-01	1.3000e-01	5.7700e-01	NA	NA	NA	NA	5.7700e-01	1.0000e+00	5.3500e-01	5.0200e-01	2.0100e+00	5.9400e-02	2.3000e+00	5.6000e-02	2.1300e+00	7.9400e-01	4.7100e+00
ENSG00000217555	meta	3	8	0	0	0	0	5.7900e-01	NA	5.7900e-01	NA	NA	NA	NA	5.7900e-01	1.0000e+00	1.5100e+00	1.5100e+00	NA	2.5700e-01	6.2700e+00	2.5700e-01	6.2700e+00	NA	NA
ENSG00000217930	meta	0	1	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	NA	NA
ENSG00000218336	meta	9	23	0	0	2	13	1.7300e-01	7.2500e-01	1.7300e-01	NA	NA	NA	NA	1.7300e-01	1.0000e+00	1.5700e+00	1.5700e+00	6.1700e-01	6.4000e-01	3.5200e+00	6.4000e-01	3.5200e+00	6.7600e-02	2.7300e+00
ENSG00000218819	meta	2	4	0	0	0	0	9.1200e-01	NA	9.1200e-01	NA	NA	NA	NA	9.1200e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	1.8200e-01	1.4000e+01	1.8200e-01	1.4000e+01	NA	NA
ENSG00000218823	meta	1	24	0	0	0	0	3.9500e-02	NA	3.9500e-02	NA	NA	NA	NA	3.9500e-02	9.5000e-01	1.6700e-01	1.6700e-01	NA	4.0700e-03	1.0300e+00	4.0700e-03	1.0300e+00	NA	NA
ENSG00000218891	meta	0	1	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	NA	NA
ENSG00000219073	meta	3	12	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	1.8200e-01	3.7200e+00	1.8200e-01	3.7200e+00	NA	NA
ENSG00000219200	meta	2	8	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	1.0400e-01	5.0300e+00	1.0400e-01	5.0300e+00	NA	NA
ENSG00000219435	meta	0	10	0	0	0	0	6.2900e-01	NA	6.2900e-01	NA	NA	NA	NA	6.2900e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	1.7900e+00	0.0000e+00	1.7900e+00	NA	NA
ENSG00000219438	meta	0	1	0	0	1	0	1.0000e+00	8.3000e-02	6.7200e-01	NA	NA	NA	NA	6.7200e-01	1.0000e+00	0.0000e+00	0.0000e+00	Infinity	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	1.0300e-01	Infinity
ENSG00000219481	meta	4	22	0	0	0	0	3.5300e-01	NA	3.5300e-01	NA	NA	NA	NA	3.5300e-01	1.0000e+00	7.3000e-01	7.3000e-01	NA	1.8300e-01	2.1500e+00	1.8300e-01	2.1500e+00	NA	NA
ENSG00000219607	meta	1	2	0	0	0	0	6.5800e-01	NA	6.5800e-01	NA	NA	NA	NA	6.5800e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	3.4000e-02	3.8500e+01	3.4000e-02	3.8500e+01	NA	NA
ENSG00000219626	meta	2	2	0	0	0	0	6.4700e-01	NA	6.4700e-01	NA	NA	NA	NA	6.4700e-01	1.0000e+00	4.0100e+00	4.0100e+00	NA	2.9100e-01	5.5300e+01	2.9100e-01	5.5300e+01	NA	NA
ENSG00000220008	meta	1	12	0	0	0	0	5.6900e-01	NA	5.6900e-01	NA	NA	NA	NA	5.6900e-01	1.0000e+00	3.3400e-01	3.3400e-01	NA	7.8300e-03	2.2600e+00	7.8300e-03	2.2600e+00	NA	NA
ENSG00000220201	meta	1	5	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.0300e-01	8.0300e-01	NA	1.7000e-02	7.1700e+00	1.7000e-02	7.1700e+00	NA	NA
ENSG00000220205	meta	1	0	1	1	1	4	1.4300e-01	1.0000e+00	1.4300e-01	NA	NA	NA	NA	1.4300e-01	1.0000e+00	Infinity	8.0300e+00	1.0000e+00	1.0300e-01	Infinity	4.1800e-01	4.7200e+02	2.0400e-02	1.0100e+01
ENSG00000221813	meta	1	24	0	0	0	0	4.0200e-02	NA	4.0200e-02	NA	NA	NA	NA	4.0200e-02	9.5200e-01	1.6700e-01	1.6700e-01	NA	4.0700e-03	1.0300e+00	4.0700e-03	1.0300e+00	NA	NA
ENSG00000221818	meta	1	3	0	0	0	0	6.6300e-01	NA	6.6300e-01	NA	NA	NA	NA	6.6300e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	2.5500e-02	1.6700e+01	2.5500e-02	1.6700e+01	NA	NA
ENSG00000221819	meta	1	8	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	5.0200e-01	5.0200e-01	NA	1.1300e-02	3.7400e+00	1.1300e-02	3.7400e+00	NA	NA
ENSG00000221821	meta	0	7	0	0	0	0	3.4300e-01	NA	3.4300e-01	NA	NA	NA	NA	3.4300e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	2.7800e+00	0.0000e+00	2.7800e+00	NA	NA
ENSG00000221823	meta	2	1	1	3	1	3	1.2200e-01	4.7900e-01	9.4200e-02	NA	NA	NA	NA	9.4200e-02	1.0000e+00	8.0300e+00	3.0100e+00	2.6800e+00	4.1800e-01	4.7200e+02	4.4100e-01	1.7800e+01	2.2300e-01	2.3400e+01
ENSG00000221826	meta	12	42	0	0	0	0	8.2500e-01	NA	8.2500e-01	NA	NA	NA	NA	8.2500e-01	1.0000e+00	1.1500e+00	1.1500e+00	NA	5.5000e-01	2.2200e+00	5.5000e-01	2.2200e+00	NA	NA
ENSG00000221829	meta	12	45	0	0	0	0	9.4800e-01	NA	9.4800e-01	NA	NA	NA	NA	9.4800e-01	1.0000e+00	1.0700e+00	1.0700e+00	NA	5.1500e-01	2.0600e+00	5.1500e-01	2.0600e+00	NA	NA
ENSG00000221836	meta	2	14	0	0	0	0	7.4100e-01	NA	7.4100e-01	NA	NA	NA	NA	7.4100e-01	1.0000e+00	5.7300e-01	5.7300e-01	NA	6.3200e-02	2.5000e+00	6.3200e-02	2.5000e+00	NA	NA
ENSG00000221837	meta	5	20	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	2.9400e-01	2.7600e+00	2.9400e-01	2.7600e+00	NA	NA
ENSG00000221838	meta	8	46	0	0	0	0	4.6200e-01	NA	4.6200e-01	NA	NA	NA	NA	4.6200e-01	1.0000e+00	6.9800e-01	6.9800e-01	NA	2.8400e-01	1.4900e+00	2.8400e-01	1.4900e+00	NA	NA
ENSG00000221840	meta	7	21	0	0	0	0	4.5000e-01	NA	4.5000e-01	NA	NA	NA	NA	4.5000e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	4.8000e-01	3.2700e+00	4.8000e-01	3.2700e+00	NA	NA
ENSG00000221843	meta	32	101	0	0	0	0	3.5500e-01	NA	3.5500e-01	NA	NA	NA	NA	3.5500e-01	1.0000e+00	1.2700e+00	1.2700e+00	NA	8.2600e-01	1.9100e+00	8.2600e-01	1.9100e+00	NA	NA
ENSG00000221845	meta	4	8	0	0	0	0	5.2600e-02	NA	5.2600e-02	NA	NA	NA	NA	5.2600e-02	9.9100e-01	2.0100e+00	2.0100e+00	NA	4.4200e-01	7.4900e+00	4.4200e-01	7.4900e+00	NA	NA
ENSG00000221852	meta	0	10	0	0	0	0	3.8700e-01	NA	3.8700e-01	NA	NA	NA	NA	3.8700e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	1.7900e+00	0.0000e+00	1.7900e+00	NA	NA
ENSG00000221855	meta	5	20	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	2.9400e-01	2.7600e+00	2.9400e-01	2.7600e+00	NA	NA
ENSG00000221858	meta	3	16	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	7.5300e-01	7.5300e-01	NA	1.4100e-01	2.6300e+00	1.4100e-01	2.6300e+00	NA	NA
ENSG00000221859	meta	3	21	0	0	0	0	4.4000e-01	NA	4.4000e-01	NA	NA	NA	NA	4.4000e-01	1.0000e+00	5.7300e-01	5.7300e-01	NA	1.0900e-01	1.9200e+00	1.0900e-01	1.9200e+00	NA	NA
ENSG00000221864	meta	2	4	0	0	0	0	3.3600e-01	NA	3.3600e-01	NA	NA	NA	NA	3.3600e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	1.8200e-01	1.4000e+01	1.8200e-01	1.4000e+01	NA	NA
ENSG00000221866	meta	6	8	0	0	2	5	1.1700e-01	6.2500e-01	1.0100e-01	NA	NA	NA	NA	1.0100e-01	1.0000e+00	3.0100e+00	3.0100e+00	1.6100e+00	8.6100e-01	9.9000e+00	8.6100e-01	9.9000e+00	1.5300e-01	9.8100e+00
ENSG00000221867	meta	1	6	0	0	0	0	7.1200e-01	NA	7.1200e-01	NA	NA	NA	NA	7.1200e-01	1.0000e+00	6.6900e-01	6.6900e-01	NA	1.4500e-02	5.5100e+00	1.4500e-02	5.5100e+00	NA	NA
ENSG00000221870	meta	0	3	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	9.7100e+00	0.0000e+00	9.7100e+00	NA	NA
ENSG00000221880	meta	2	8	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	1.0400e-01	5.0300e+00	1.0400e-01	5.0300e+00	NA	NA
ENSG00000221882	meta	1	10	0	0	3	8	6.9600e-01	3.9100e-01	6.9600e-01	NA	NA	NA	NA	6.9600e-01	1.0000e+00	4.0100e-01	4.0100e-01	1.5100e+00	9.2500e-03	2.8200e+00	9.2500e-03	2.8200e+00	2.5700e-01	6.2700e+00
ENSG00000221883	meta	3	13	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	9.2600e-01	9.2600e-01	NA	1.6900e-01	3.3700e+00	1.6900e-01	3.3700e+00	NA	NA
ENSG00000221886	meta	12	34	0	0	0	0	2.5600e-01	NA	2.5600e-01	NA	NA	NA	NA	2.5600e-01	1.0000e+00	1.4200e+00	1.4200e+00	NA	6.6800e-01	2.8100e+00	6.6800e-01	2.8100e+00	NA	NA
ENSG00000221887	meta	0	12	0	0	0	0	2.6300e-01	NA	2.6300e-01	NA	NA	NA	NA	2.6300e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	1.4400e+00	0.0000e+00	1.4400e+00	NA	NA
ENSG00000221888	meta	3	6	0	0	0	0	3.5300e-01	NA	3.5300e-01	NA	NA	NA	NA	3.5300e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	3.2500e-01	9.4000e+00	3.2500e-01	9.4000e+00	NA	NA
ENSG00000221890	meta	3	5	0	0	0	0	1.2700e-01	NA	1.2700e-01	NA	NA	NA	NA	1.2700e-01	1.0000e+00	2.4100e+00	2.4100e+00	NA	3.7400e-01	1.2400e+01	3.7400e-01	1.2400e+01	NA	NA
ENSG00000221900	meta	3	18	0	0	0	0	7.8100e-01	NA	7.8100e-01	NA	NA	NA	NA	7.8100e-01	1.0000e+00	6.6900e-01	6.6900e-01	NA	1.2600e-01	2.2900e+00	1.2600e-01	2.2900e+00	NA	NA
ENSG00000221909	meta	4	4	0	0	0	0	1.8600e-01	NA	1.8600e-01	NA	NA	NA	NA	1.8600e-01	1.0000e+00	4.0100e+00	4.0100e+00	NA	7.4800e-01	2.1600e+01	7.4800e-01	2.1600e+01	NA	NA
ENSG00000221910	meta	5	8	0	0	0	0	3.6600e-01	NA	3.6600e-01	NA	NA	NA	NA	3.6600e-01	1.0000e+00	2.5100e+00	2.5100e+00	NA	6.4600e-01	8.7000e+00	6.4600e-01	8.7000e+00	NA	NA
ENSG00000221914	meta	1	2	0	1	3	17	3.7900e-01	7.8700e-01	3.7900e-01	NA	NA	NA	NA	3.7900e-01	1.0000e+00	2.0100e+00	1.3400e+00	7.0800e-01	3.4000e-02	3.8500e+01	2.5500e-02	1.6700e+01	1.3300e-01	2.4500e+00
ENSG00000221916	meta	0	12	0	0	0	0	1.3000e-01	NA	1.3000e-01	NA	NA	NA	NA	1.3000e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	1.4400e+00	0.0000e+00	1.4400e+00	NA	NA
ENSG00000221923	meta	9	27	0	0	0	0	6.7800e-01	NA	6.7800e-01	NA	NA	NA	NA	6.7800e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	5.5400e-01	2.9300e+00	5.5400e-01	2.9300e+00	NA	NA
ENSG00000221926	meta	8	25	0	0	7	38	4.3600e-01	5.7900e-01	4.3600e-01	NA	NA	NA	NA	4.3600e-01	1.0000e+00	1.2800e+00	1.2800e+00	7.3900e-01	5.0100e-01	2.9400e+00	5.0100e-01	2.9400e+00	2.7900e-01	1.6800e+00
ENSG00000221931	meta	4	13	0	0	0	0	7.4900e-01	NA	7.4900e-01	NA	NA	NA	NA	7.4900e-01	1.0000e+00	1.2300e+00	1.2300e+00	NA	2.9300e-01	4.0000e+00	2.9300e-01	4.0000e+00	NA	NA
ENSG00000221932	meta	2	4	0	0	0	0	2.5200e-01	NA	2.5200e-01	NA	NA	NA	NA	2.5200e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	1.8200e-01	1.4000e+01	1.8200e-01	1.4000e+01	NA	NA
ENSG00000221933	meta	1	13	0	0	0	0	3.2500e-01	NA	3.2500e-01	NA	NA	NA	NA	3.2500e-01	1.0000e+00	3.0900e-01	3.0900e-01	NA	7.2700e-03	2.0600e+00	7.2700e-03	2.0600e+00	NA	NA
ENSG00000221937	meta	2	14	0	0	0	0	7.4700e-01	NA	7.4700e-01	NA	NA	NA	NA	7.4700e-01	1.0000e+00	5.7300e-01	5.7300e-01	NA	6.3200e-02	2.5000e+00	6.3200e-02	2.5000e+00	NA	NA
ENSG00000221938	meta	3	25	0	0	0	0	4.0800e-01	NA	4.0800e-01	NA	NA	NA	NA	4.0800e-01	1.0000e+00	4.8200e-01	4.8200e-01	NA	9.3100e-02	1.5800e+00	9.3100e-02	1.5800e+00	NA	NA
ENSG00000221944	meta	1	4	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	2.0400e-02	1.0100e+01	2.0400e-02	1.0100e+01	NA	NA
ENSG00000221946	meta	0	1	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	NA	NA
ENSG00000221947	meta	13	27	0	0	0	0	8.2400e-02	NA	8.2400e-02	NA	NA	NA	NA	8.2400e-02	1.0000e+00	1.9300e+00	1.9300e+00	NA	9.1600e-01	3.8800e+00	9.1600e-01	3.8800e+00	NA	NA
ENSG00000221949	meta	2	3	0	0	0	0	1.7200e-01	NA	1.7200e-01	NA	NA	NA	NA	1.7200e-01	1.0000e+00	2.6800e+00	2.6800e+00	NA	2.2300e-01	2.3400e+01	2.2300e-01	2.3400e+01	NA	NA
ENSG00000221953	meta	3	1	0	0	1	3	3.5900e-01	9.3700e-01	3.5900e-01	NA	NA	NA	NA	3.5900e-01	1.0000e+00	1.2000e+01	1.2000e+01	1.3400e+00	9.6700e-01	6.3000e+02	9.6700e-01	6.3000e+02	2.5500e-02	1.6700e+01
ENSG00000221954	meta	2	18	0	0	0	0	4.5600e-01	NA	4.5600e-01	NA	NA	NA	NA	4.5600e-01	1.0000e+00	4.4600e-01	4.4600e-01	NA	5.0200e-02	1.8600e+00	5.0200e-02	1.8600e+00	NA	NA
ENSG00000221955	meta	8	41	0	0	0	0	6.4900e-01	NA	6.4900e-01	NA	NA	NA	NA	6.4900e-01	1.0000e+00	7.8300e-01	7.8300e-01	NA	3.1700e-01	1.6900e+00	3.1700e-01	1.6900e+00	NA	NA
ENSG00000221961	meta	2	17	0	0	0	0	4.4500e-01	NA	4.4500e-01	NA	NA	NA	NA	4.4500e-01	1.0000e+00	4.7200e-01	4.7200e-01	NA	5.2900e-02	1.9900e+00	5.2900e-02	1.9900e+00	NA	NA
ENSG00000221962	meta	0	6	0	0	0	0	5.9500e-01	NA	5.9500e-01	NA	NA	NA	NA	5.9500e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	3.4100e+00	0.0000e+00	3.4100e+00	NA	NA
ENSG00000221963	meta	2	20	0	0	0	0	2.6400e-01	NA	2.6400e-01	NA	NA	NA	NA	2.6400e-01	1.0000e+00	4.0100e-01	4.0100e-01	NA	4.5500e-02	1.6500e+00	4.5500e-02	1.6500e+00	NA	NA
ENSG00000221968	meta	3	10	0	2	7	26	7.8400e-01	8.3600e-01	7.5200e-01	NA	NA	NA	NA	7.5200e-01	1.0000e+00	1.2000e+00	1.0000e+00	1.0800e+00	2.1300e-01	4.6800e+00	1.8200e-01	3.7200e+00	3.9600e-01	2.5600e+00
ENSG00000221970	meta	1	3	0	0	0	0	4.6100e-01	NA	4.6100e-01	NA	NA	NA	NA	4.6100e-01	1.0000e+00	2.6800e+00	2.6800e+00	NA	2.2300e-01	2.3400e+01	2.2300e-01	2.3400e+01	NA	NA
ENSG00000221972	meta	3	9	0	0	0	0	6.9700e-01	NA	6.9700e-01	NA	NA	NA	NA	6.9700e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	2.3300e-01	5.3600e+00	2.3300e-01	5.3600e+00	NA	NA
ENSG00000221977	meta	3	10	0	0	0	0	8.2100e-01	NA	8.2100e-01	NA	NA	NA	NA	8.2100e-01	1.0000e+00	1.2000e+00	1.2000e+00	NA	2.1300e-01	4.6800e+00	2.1300e-01	4.6800e+00	NA	NA
ENSG00000221978	meta	1	15	0	0	0	0	2.9000e-01	NA	2.9000e-01	NA	NA	NA	NA	2.9000e-01	1.0000e+00	2.6800e-01	2.6800e-01	NA	6.3600e-03	1.7400e+00	6.3600e-03	1.7400e+00	NA	NA
ENSG00000221983	meta	1	0	0	0	3	4	3.9000e-01	1.9400e-01	2.5000e-01	NA	NA	NA	NA	2.5000e-01	1.0000e+00	Infinity	Infinity	3.0100e+00	1.0300e-01	Infinity	1.0300e-01	Infinity	4.4100e-01	1.7800e+01
ENSG00000221986	meta	5	22	0	0	0	0	8.6600e-01	NA	8.6600e-01	NA	NA	NA	NA	8.6600e-01	1.0000e+00	9.1200e-01	9.1200e-01	NA	2.7000e-01	2.4700e+00	2.7000e-01	2.4700e+00	NA	NA
ENSG00000221988	meta	1	11	0	0	9	16	4.6700e-01	7.7100e-02	4.6700e-01	NA	NA	NA	NA	4.6700e-01	1.0000e+00	3.6500e-01	3.6500e-01	2.2600e+00	8.4800e-03	2.5100e+00	8.4800e-03	2.5100e+00	8.7900e-01	5.4300e+00
ENSG00000221989	meta	1	9	0	0	0	0	6.8100e-01	NA	6.8100e-01	NA	NA	NA	NA	6.8100e-01	1.0000e+00	4.4600e-01	4.4600e-01	NA	1.0200e-02	3.2200e+00	1.0200e-02	3.2200e+00	NA	NA
ENSG00000221990	meta	2	14	0	0	0	0	7.6500e-01	NA	7.6500e-01	NA	NA	NA	NA	7.6500e-01	1.0000e+00	5.7300e-01	5.7300e-01	NA	6.3200e-02	2.5000e+00	6.3200e-02	2.5000e+00	NA	NA
ENSG00000221994	meta	3	26	0	0	0	0	2.7400e-01	NA	2.7400e-01	NA	NA	NA	NA	2.7400e-01	1.0000e+00	4.6300e-01	4.6300e-01	NA	8.9700e-02	1.5100e+00	8.9700e-02	1.5100e+00	NA	NA
ENSG00000221995	meta	0	4	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	6.0800e+00	0.0000e+00	6.0800e+00	NA	NA
ENSG00000221996	meta	9	19	0	0	0	0	1.7500e-01	NA	1.7500e-01	NA	NA	NA	NA	1.7500e-01	1.0000e+00	1.9000e+00	1.9000e+00	NA	7.5800e-01	4.4100e+00	7.5800e-01	4.4100e+00	NA	NA
ENSG00000222004	meta	2	1	0	0	0	0	6.1500e-01	NA	6.1500e-01	NA	NA	NA	NA	6.1500e-01	1.0000e+00	8.0300e+00	8.0300e+00	NA	4.1800e-01	4.7200e+02	4.1800e-01	4.7200e+02	NA	NA
ENSG00000222009	meta	0	1	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	NA	NA
ENSG00000222011	meta	1	2	0	0	0	0	9.3000e-01	NA	9.3000e-01	NA	NA	NA	NA	9.3000e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	3.4000e-02	3.8500e+01	3.4000e-02	3.8500e+01	NA	NA
ENSG00000222014	meta	8	10	0	0	0	0	1.1600e-01	NA	1.1600e-01	NA	NA	NA	NA	1.1600e-01	1.0000e+00	3.2100e+00	3.2100e+00	NA	1.1000e+00	9.0400e+00	1.1000e+00	9.0400e+00	NA	NA
ENSG00000222028	meta	3	16	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	7.5300e-01	7.5300e-01	NA	1.4100e-01	2.6300e+00	1.4100e-01	2.6300e+00	NA	NA
ENSG00000222036	meta	3	5	0	0	0	0	6.0300e-01	NA	6.0300e-01	NA	NA	NA	NA	6.0300e-01	1.0000e+00	2.4100e+00	2.4100e+00	NA	3.7400e-01	1.2400e+01	3.7400e-01	1.2400e+01	NA	NA
ENSG00000222038	meta	5	19	0	0	0	0	7.9500e-01	NA	7.9500e-01	NA	NA	NA	NA	7.9500e-01	1.0000e+00	1.0600e+00	1.0600e+00	NA	3.0800e-01	2.9300e+00	3.0800e-01	2.9300e+00	NA	NA
ENSG00000222040	meta	12	18	0	0	0	0	1.7800e-02	NA	1.7800e-02	NA	NA	NA	NA	1.7800e-02	8.2200e-01	2.6800e+00	2.6800e+00	NA	1.1800e+00	5.8700e+00	1.1800e+00	5.8700e+00	NA	NA
ENSG00000222046	meta	4	35	0	0	0	0	2.1100e-01	NA	2.1100e-01	NA	NA	NA	NA	2.1100e-01	1.0000e+00	4.5900e-01	4.5900e-01	NA	1.1800e-01	1.2800e+00	1.1800e-01	1.2800e+00	NA	NA
ENSG00000222047	meta	1	7	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	5.7300e-01	5.7300e-01	NA	1.2700e-02	4.4600e+00	1.2700e-02	4.4600e+00	NA	NA
ENSG00000223443	meta	7	31	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	9.0600e-01	9.0600e-01	NA	3.3700e-01	2.1000e+00	3.3700e-01	2.1000e+00	NA	NA
ENSG00000223501	meta	7	17	1	4	1	7	2.4700e-01	1.0000e+00	2.4700e-01	NA	NA	NA	NA	2.4700e-01	1.0000e+00	1.6500e+00	1.5300e+00	5.7300e-01	5.7900e-01	4.1900e+00	5.8600e-01	3.5900e+00	1.2700e-02	4.4600e+00
ENSG00000223510	meta	3	9	0	0	3	22	8.7600e-01	4.7300e-01	8.7600e-01	NA	NA	NA	NA	8.7600e-01	1.0000e+00	1.3400e+00	1.3400e+00	5.4700e-01	2.3300e-01	5.3600e+00	2.3300e-01	5.3600e+00	1.0500e-01	1.8200e+00
ENSG00000223547	meta	11	22	0	0	0	0	2.3300e-01	NA	2.3300e-01	NA	NA	NA	NA	2.3300e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	8.7900e-01	4.3200e+00	8.7900e-01	4.3200e+00	NA	NA
ENSG00000223572	meta	1	7	2	9	1	22	1.0000e+00	5.5600e-02	6.4000e-01	NA	NA	NA	NA	6.4000e-01	1.0000e+00	5.7300e-01	7.5300e-01	1.8200e-01	1.2700e-02	4.4600e+00	1.4100e-01	2.6300e+00	4.4200e-03	1.1300e+00
ENSG00000223601	meta	0	5	0	0	0	0	5.6000e-01	NA	5.6000e-01	NA	NA	NA	NA	5.6000e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	4.3800e+00	0.0000e+00	4.3800e+00	NA	NA
