gene_id	group	Case PTV	Ctrl PTV	Case mis3	Ctrl mis3	Case mis2	Ctrl mis2	P ca/co (Class 1)	P ca/co (Class 2)	P ca/co (comb)	De novo PTV	De novo mis3	De novo mis2	P de novo	P meta	Q meta	OR (PTV)	OR (Class I)	OR (Class II)	OR (PTV) lower bound	OR (PTV) upper bound	OR (Class I) lower bound	OR (Class I) upper bound	OR (Class II) lower bound	OR (Class II) upper bound
ENSG00000160097	meta	1	6	0	0	0	0	7.6500e-01	NA	7.6500e-01	NA	NA	NA	NA	7.6500e-01	1.0000e+00	6.6900e-01	6.6900e-01	NA	1.4500e-02	5.5100e+00	1.4500e-02	5.5100e+00	NA	NA
ENSG00000160111	meta	30	68	0	0	1	2	2.5700e-02	7.8900e-01	2.5700e-02	NA	NA	NA	NA	2.5700e-02	8.7100e-01	1.7700e+00	1.7700e+00	2.0100e+00	1.1100e+00	2.7600e+00	1.1100e+00	2.7600e+00	3.4000e-02	3.8500e+01
ENSG00000160113	meta	0	8	1	2	7	41	4.2000e-01	4.9600e-01	3.4300e-01	NA	NA	NA	NA	3.4300e-01	1.0000e+00	0.0000e+00	4.0100e-01	6.8500e-01	0.0000e+00	2.3500e+00	9.2500e-03	2.8200e+00	2.5900e-01	1.5400e+00
ENSG00000160117	meta	7	31	0	0	0	0	4.5100e-01	NA	4.5100e-01	NA	NA	NA	NA	4.5100e-01	1.0000e+00	9.0600e-01	9.0600e-01	NA	3.3700e-01	2.1000e+00	3.3700e-01	2.1000e+00	NA	NA
ENSG00000160124	meta	3	9	0	0	0	0	7.2400e-01	NA	7.2400e-01	NA	NA	NA	NA	7.2400e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	2.3300e-01	5.3600e+00	2.3300e-01	5.3600e+00	NA	NA
ENSG00000160131	meta	NA	NA	NA	NA	2	0	NA	2.8100e-02	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	Infinity	0.0000e+00	Infinity	NA	NA	7.5400e-01	Infinity
ENSG00000160145	meta	3	5	0	0	2	10	2.0900e-01	1.0000e+00	2.0900e-01	NA	NA	NA	NA	2.0900e-01	1.0000e+00	2.4100e+00	2.4100e+00	8.0300e-01	3.7400e-01	1.2400e+01	3.7400e-01	1.2400e+01	8.5500e-02	3.7700e+00
ENSG00000160161	meta	7	38	0	0	0	0	5.7000e-01	NA	5.7000e-01	NA	NA	NA	NA	5.7000e-01	1.0000e+00	8.4500e-01	8.4500e-01	NA	3.4000e-01	1.8400e+00	3.4000e-01	1.8400e+00	NA	NA
ENSG00000160179	meta	2	8	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	1.0400e-01	5.0300e+00	1.0400e-01	5.0300e+00	NA	NA
ENSG00000160180	meta	1	4	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	2.0400e-02	1.0100e+01	2.0400e-02	1.0100e+01	NA	NA
ENSG00000160181	meta	2	5	0	0	0	0	6.2200e-01	NA	6.2200e-01	NA	NA	NA	NA	6.2200e-01	1.0000e+00	1.6100e+00	1.6100e+00	NA	1.5300e-01	9.8100e+00	1.5300e-01	9.8100e+00	NA	NA
ENSG00000160182	meta	1	3	0	0	0	0	4.3600e-01	NA	4.3600e-01	NA	NA	NA	NA	4.3600e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	2.5500e-02	1.6700e+01	2.5500e-02	1.6700e+01	NA	NA
ENSG00000160183	meta	12	36	0	0	0	0	3.8800e-01	NA	3.8800e-01	NA	NA	NA	NA	3.8800e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	6.3400e-01	2.6300e+00	6.3400e-01	2.6300e+00	NA	NA
ENSG00000160185	meta	6	28	0	0	0	0	8.9600e-01	NA	8.9600e-01	NA	NA	NA	NA	8.9600e-01	1.0000e+00	8.6000e-01	8.6000e-01	NA	2.9100e-01	2.1200e+00	2.9100e-01	2.1200e+00	NA	NA
ENSG00000160188	meta	3	19	0	0	0	0	5.8700e-01	NA	5.8700e-01	NA	NA	NA	NA	5.8700e-01	1.0000e+00	6.3400e-01	6.3400e-01	NA	1.2000e-01	2.1500e+00	1.2000e-01	2.1500e+00	NA	NA
ENSG00000160190	meta	5	24	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.3600e-01	8.3600e-01	NA	2.4900e-01	2.2400e+00	2.4900e-01	2.2400e+00	NA	NA
ENSG00000160191	meta	4	20	0	0	0	0	7.9500e-01	NA	7.9500e-01	NA	NA	NA	NA	7.9500e-01	1.0000e+00	8.0300e-01	8.0300e-01	NA	1.9900e-01	2.4000e+00	1.9900e-01	2.4000e+00	NA	NA
ENSG00000160193	meta	4	22	0	0	0	0	9.3800e-01	NA	9.3800e-01	NA	NA	NA	NA	9.3800e-01	1.0000e+00	7.3000e-01	7.3000e-01	NA	1.8300e-01	2.1500e+00	1.8300e-01	2.1500e+00	NA	NA
ENSG00000160194	meta	10	39	0	0	0	0	8.7700e-01	NA	8.7700e-01	NA	NA	NA	NA	8.7700e-01	1.0000e+00	1.0300e+00	1.0300e+00	NA	4.5800e-01	2.1000e+00	4.5800e-01	2.1000e+00	NA	NA
ENSG00000160199	meta	1	5	0	0	0	0	7.5900e-01	NA	7.5900e-01	NA	NA	NA	NA	7.5900e-01	1.0000e+00	8.0300e-01	8.0300e-01	NA	1.7000e-02	7.1700e+00	1.7000e-02	7.1700e+00	NA	NA
ENSG00000160200	meta	8	28	0	0	0	0	8.4700e-01	NA	8.4700e-01	NA	NA	NA	NA	8.4700e-01	1.0000e+00	1.1500e+00	1.1500e+00	NA	4.5200e-01	2.5800e+00	4.5200e-01	2.5800e+00	NA	NA
ENSG00000160201	meta	2	0	0	1	0	8	1.5300e-01	3.6500e-01	1.5300e-01	NA	NA	NA	NA	1.5300e-01	1.0000e+00	Infinity	8.0300e+00	0.0000e+00	7.5400e-01	Infinity	4.1800e-01	4.7200e+02	0.0000e+00	2.3500e+00
ENSG00000160202	meta	1	1	0	0	0	0	6.3500e-01	NA	6.3500e-01	NA	NA	NA	NA	6.3500e-01	1.0000e+00	4.0100e+00	4.0100e+00	NA	5.1100e-02	3.1400e+02	5.1100e-02	3.1400e+02	NA	NA
ENSG00000160207	meta	3	18	0	0	0	0	7.9200e-01	NA	7.9200e-01	NA	NA	NA	NA	7.9200e-01	1.0000e+00	6.6900e-01	6.6900e-01	NA	1.2600e-01	2.2900e+00	1.2600e-01	2.2900e+00	NA	NA
ENSG00000160208	meta	5	32	0	0	0	0	3.8500e-01	NA	3.8500e-01	NA	NA	NA	NA	3.8500e-01	1.0000e+00	6.2700e-01	6.2700e-01	NA	1.9100e-01	1.6200e+00	1.9100e-01	1.6200e+00	NA	NA
ENSG00000160209	meta	0	4	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	6.0800e+00	0.0000e+00	6.0800e+00	NA	NA
ENSG00000160211	meta	3	7	0	0	5	24	7.8700e-01	1.0000e+00	7.8700e-01	NA	NA	NA	NA	7.8700e-01	1.0000e+00	1.7200e+00	1.7200e+00	8.3600e-01	2.8700e-01	7.5400e+00	2.8700e-01	7.5400e+00	2.4900e-01	2.2400e+00
ENSG00000160213	meta	0	5	0	0	0	0	5.9100e-01	NA	5.9100e-01	NA	NA	NA	NA	5.9100e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	4.3800e+00	0.0000e+00	4.3800e+00	NA	NA
ENSG00000160214	meta	5	13	0	0	0	0	3.4600e-01	NA	3.4600e-01	NA	NA	NA	NA	3.4600e-01	1.0000e+00	1.5400e+00	1.5400e+00	NA	4.3100e-01	4.6100e+00	4.3100e-01	4.6100e+00	NA	NA
ENSG00000160216	meta	0	2	0	0	1	20	1.0000e+00	1.0600e-01	6.9300e-01	NA	NA	NA	NA	6.9300e-01	1.0000e+00	0.0000e+00	0.0000e+00	2.0100e-01	0.0000e+00	2.1400e+01	0.0000e+00	2.1400e+01	4.8400e-03	1.2500e+00
ENSG00000160218	meta	11	8	0	0	0	0	5.5700e-04	NA	5.5700e-04	NA	NA	NA	NA	5.5700e-04	2.0600e-01	5.5200e+00	5.5200e+00	NA	2.0200e+00	1.5800e+01	2.0200e+00	1.5800e+01	NA	NA
ENSG00000160219	meta	0	2	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	2.1400e+01	0.0000e+00	2.1400e+01	NA	NA
ENSG00000160221	meta	4	17	0	0	0	0	6.7700e-01	NA	6.7700e-01	NA	NA	NA	NA	6.7700e-01	1.0000e+00	9.4400e-01	9.4400e-01	NA	2.3100e-01	2.9000e+00	2.3100e-01	2.9000e+00	NA	NA
ENSG00000160223	meta	3	16	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	7.5300e-01	7.5300e-01	NA	1.4100e-01	2.6300e+00	1.4100e-01	2.6300e+00	NA	NA
ENSG00000160224	meta	4	19	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.4500e-01	8.4500e-01	NA	2.0900e-01	2.5400e+00	2.0900e-01	2.5400e+00	NA	NA
ENSG00000160226	meta	4	12	0	0	0	0	9.3600e-01	NA	9.3600e-01	NA	NA	NA	NA	9.3600e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	3.1400e-01	4.4200e+00	3.1400e-01	4.4200e+00	NA	NA
ENSG00000160229	meta	12	29	0	0	0	0	6.2300e-01	NA	6.2300e-01	NA	NA	NA	NA	6.2300e-01	1.0000e+00	1.6600e+00	1.6600e+00	NA	7.7200e-01	3.3600e+00	7.7200e-01	3.3600e+00	NA	NA
ENSG00000160233	meta	2	7	0	0	0	0	7.3100e-01	NA	7.3100e-01	NA	NA	NA	NA	7.3100e-01	1.0000e+00	1.1500e+00	1.1500e+00	NA	1.1600e-01	6.0200e+00	1.1600e-01	6.0200e+00	NA	NA
ENSG00000160255	meta	8	25	0	0	0	0	4.8100e-01	NA	4.8100e-01	NA	NA	NA	NA	4.8100e-01	1.0000e+00	1.2800e+00	1.2800e+00	NA	5.0100e-01	2.9400e+00	5.0100e-01	2.9400e+00	NA	NA
ENSG00000160256	meta	5	6	0	0	0	0	1.9500e-01	NA	1.9500e-01	NA	NA	NA	NA	1.9500e-01	1.0000e+00	3.3500e+00	3.3500e+00	NA	8.0800e-01	1.3200e+01	8.0800e-01	1.3200e+01	NA	NA
ENSG00000160271	meta	3	12	0	0	0	0	5.6300e-01	NA	5.6300e-01	NA	NA	NA	NA	5.6300e-01	1.0000e+00	1.0000e+00	1.0000e+00	NA	1.8200e-01	3.7200e+00	1.8200e-01	3.7200e+00	NA	NA
ENSG00000160282	meta	6	27	0	0	0	0	8.8800e-01	NA	8.8800e-01	NA	NA	NA	NA	8.8800e-01	1.0000e+00	8.9200e-01	8.9200e-01	NA	3.0100e-01	2.2100e+00	3.0100e-01	2.2100e+00	NA	NA
ENSG00000160284	meta	0	5	0	0	0	0	7.5700e-01	NA	7.5700e-01	NA	NA	NA	NA	7.5700e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	4.3800e+00	0.0000e+00	4.3800e+00	NA	NA
ENSG00000160285	meta	12	39	0	0	0	0	5.4700e-01	NA	5.4700e-01	NA	NA	NA	NA	5.4700e-01	1.0000e+00	1.2400e+00	1.2400e+00	NA	5.8900e-01	2.4100e+00	5.8900e-01	2.4100e+00	NA	NA
ENSG00000160293	meta	8	20	0	0	0	0	3.7400e-01	NA	3.7400e-01	NA	NA	NA	NA	3.7400e-01	1.0000e+00	1.6100e+00	1.6100e+00	NA	6.1200e-01	3.8100e+00	6.1200e-01	3.8100e+00	NA	NA
ENSG00000160294	meta	20	76	0	0	8	22	8.9300e-01	3.3300e-01	7.1400e-01	NA	NA	NA	NA	7.1400e-01	1.0000e+00	1.0600e+00	1.0600e+00	1.4600e+00	6.1100e-01	1.7500e+00	6.1100e-01	1.7500e+00	5.6200e-01	3.4000e+00
ENSG00000160298	meta	5	9	0	0	0	0	9.4200e-02	NA	9.4200e-02	NA	NA	NA	NA	9.4200e-02	1.0000e+00	2.2300e+00	2.2300e+00	NA	5.8700e-01	7.4100e+00	5.8700e-01	7.4100e+00	NA	NA
ENSG00000160299	meta	50	205	0	0	0	0	9.2500e-01	NA	9.2500e-01	NA	NA	NA	NA	9.2500e-01	1.0000e+00	9.7900e-01	9.7900e-01	NA	7.0300e-01	1.3400e+00	7.0300e-01	1.3400e+00	NA	NA
ENSG00000160305	meta	8	27	0	0	1	3	4.9100e-01	8.7600e-01	4.8000e-01	NA	NA	NA	NA	4.8000e-01	1.0000e+00	1.1900e+00	1.1900e+00	1.3400e+00	4.6700e-01	2.6900e+00	4.6700e-01	2.6900e+00	2.5500e-02	1.6700e+01
ENSG00000160307	meta	2	5	0	0	0	0	6.1500e-01	NA	6.1500e-01	NA	NA	NA	NA	6.1500e-01	1.0000e+00	1.6100e+00	1.6100e+00	NA	1.5300e-01	9.8100e+00	1.5300e-01	9.8100e+00	NA	NA
ENSG00000160310	meta	3	16	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	7.5300e-01	7.5300e-01	NA	1.4100e-01	2.6300e+00	1.4100e-01	2.6300e+00	NA	NA
ENSG00000160318	meta	4	12	0	0	0	0	5.7100e-01	NA	5.7100e-01	NA	NA	NA	NA	5.7100e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	3.1400e-01	4.4200e+00	3.1400e-01	4.4200e+00	NA	NA
ENSG00000160321	meta	30	93	0	0	0	0	3.1500e-01	NA	3.1500e-01	NA	NA	NA	NA	3.1500e-01	1.0000e+00	1.3000e+00	1.3000e+00	NA	8.2800e-01	1.9700e+00	8.2800e-01	1.9700e+00	NA	NA
ENSG00000160323	meta	20	45	0	0	0	0	9.9700e-02	NA	9.9700e-02	NA	NA	NA	NA	9.9700e-02	1.0000e+00	1.7800e+00	1.7800e+00	NA	9.9800e-01	3.0900e+00	9.9800e-01	3.0900e+00	NA	NA
ENSG00000160325	meta	2	13	0	0	0	0	7.5400e-01	NA	7.5400e-01	NA	NA	NA	NA	7.5400e-01	1.0000e+00	6.1700e-01	6.1700e-01	NA	6.7600e-02	2.7300e+00	6.7600e-02	2.7300e+00	NA	NA
ENSG00000160326	meta	6	13	0	0	0	0	1.8900e-01	NA	1.8900e-01	NA	NA	NA	NA	1.8900e-01	1.0000e+00	1.8500e+00	1.8500e+00	NA	5.7700e-01	5.2200e+00	5.7700e-01	5.2200e+00	NA	NA
ENSG00000160339	meta	9	21	0	0	0	0	1.6400e-01	NA	1.6400e-01	NA	NA	NA	NA	1.6400e-01	1.0000e+00	1.7200e+00	1.7200e+00	NA	6.9400e-01	3.9200e+00	6.9400e-01	3.9200e+00	NA	NA
ENSG00000160345	meta	0	6	0	0	0	0	6.0200e-01	NA	6.0200e-01	NA	NA	NA	NA	6.0200e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	3.4100e+00	0.0000e+00	3.4100e+00	NA	NA
ENSG00000160349	meta	1	8	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	5.0200e-01	5.0200e-01	NA	1.1300e-02	3.7400e+00	1.1300e-02	3.7400e+00	NA	NA
ENSG00000160352	meta	17	35	0	0	0	0	1.6300e-02	NA	1.6300e-02	NA	NA	NA	NA	1.6300e-02	8.2200e-01	1.9500e+00	1.9500e+00	NA	1.0200e+00	3.5800e+00	1.0200e+00	3.5800e+00	NA	NA
ENSG00000160360	meta	2	12	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	6.6900e-01	6.6900e-01	NA	7.2700e-02	3.0000e+00	7.2700e-02	3.0000e+00	NA	NA
ENSG00000160392	meta	2	3	0	0	0	0	3.9500e-01	NA	3.9500e-01	NA	NA	NA	NA	3.9500e-01	1.0000e+00	2.6800e+00	2.6800e+00	NA	2.2300e-01	2.3400e+01	2.2300e-01	2.3400e+01	NA	NA
ENSG00000160396	meta	7	20	0	0	0	0	4.3600e-01	NA	4.3600e-01	NA	NA	NA	NA	4.3600e-01	1.0000e+00	1.4000e+00	1.4000e+00	NA	5.0200e-01	3.4600e+00	5.0200e-01	3.4600e+00	NA	NA
ENSG00000160401	meta	3	22	0	0	0	0	4.9000e-01	NA	4.9000e-01	NA	NA	NA	NA	4.9000e-01	1.0000e+00	5.4700e-01	5.4700e-01	NA	1.0500e-01	1.8200e+00	1.0500e-01	1.8200e+00	NA	NA
ENSG00000160404	meta	1	6	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	6.6900e-01	6.6900e-01	NA	1.4500e-02	5.5100e+00	1.4500e-02	5.5100e+00	NA	NA
ENSG00000160408	meta	6	13	0	0	0	0	3.5200e-01	NA	3.5200e-01	NA	NA	NA	NA	3.5200e-01	1.0000e+00	1.8500e+00	1.8500e+00	NA	5.7700e-01	5.2200e+00	5.7700e-01	5.2200e+00	NA	NA
ENSG00000160410	meta	11	33	0	1	2	5	3.0800e-01	7.2800e-01	2.8300e-01	NA	NA	NA	NA	2.8300e-01	1.0000e+00	1.3400e+00	1.3000e+00	1.6100e+00	6.1000e-01	2.7100e+00	5.9300e-01	2.6300e+00	1.5300e-01	9.8100e+00
ENSG00000160439	meta	8	27	0	0	0	0	6.5500e-01	NA	6.5500e-01	NA	NA	NA	NA	6.5500e-01	1.0000e+00	1.1900e+00	1.1900e+00	NA	4.6700e-01	2.6900e+00	4.6700e-01	2.6900e+00	NA	NA
ENSG00000160445	meta	2	1	0	0	15	52	2.8100e-02	6.3800e-01	2.4800e-02	NA	NA	NA	NA	2.4800e-02	8.7100e-01	8.0300e+00	8.0300e+00	1.1600e+00	4.1800e-01	4.7200e+02	4.1800e-01	4.7200e+02	6.0500e-01	2.0900e+00
ENSG00000160446	meta	1	10	0	0	0	0	7.0200e-01	NA	7.0200e-01	NA	NA	NA	NA	7.0200e-01	1.0000e+00	4.0100e-01	4.0100e-01	NA	9.2500e-03	2.8200e+00	9.2500e-03	2.8200e+00	NA	NA
ENSG00000160447	meta	11	44	0	0	0	0	8.5500e-01	NA	8.5500e-01	NA	NA	NA	NA	8.5500e-01	1.0000e+00	1.0000e+00	1.0000e+00	NA	4.6700e-01	1.9700e+00	4.6700e-01	1.9700e+00	NA	NA
ENSG00000160460	meta	4	12	0	0	0	0	6.1600e-01	NA	6.1600e-01	NA	NA	NA	NA	6.1600e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	3.1400e-01	4.4200e+00	3.1400e-01	4.4200e+00	NA	NA
ENSG00000160469	meta	3	2	1	6	13	37	1.5700e-01	2.8000e-01	1.0200e-01	NA	NA	NA	NA	1.0200e-01	1.0000e+00	6.0200e+00	2.5100e+00	1.4100e+00	6.9000e-01	7.2200e+01	6.4600e-01	8.7000e+00	6.8800e-01	2.7200e+00
ENSG00000160471	meta	1	2	0	0	0	0	2.4100e-01	NA	2.4100e-01	NA	NA	NA	NA	2.4100e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	3.4000e-02	3.8500e+01	3.4000e-02	3.8500e+01	NA	NA
ENSG00000160472	meta	4	7	0	0	0	0	3.4500e-01	NA	3.4500e-01	NA	NA	NA	NA	3.4500e-01	1.0000e+00	2.2900e+00	2.2900e+00	NA	4.9200e-01	9.0200e+00	4.9200e-01	9.0200e+00	NA	NA
ENSG00000160505	meta	11	47	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	9.3900e-01	9.3900e-01	NA	4.3900e-01	1.8400e+00	4.3900e-01	1.8400e+00	NA	NA
ENSG00000160539	meta	3	10	0	0	0	0	7.2800e-01	NA	7.2800e-01	NA	NA	NA	NA	7.2800e-01	1.0000e+00	1.2000e+00	1.2000e+00	NA	2.1300e-01	4.6800e+00	2.1300e-01	4.6800e+00	NA	NA
ENSG00000160551	meta	4	5	1	4	7	29	1.2200e-01	1.0000e+00	1.2200e-01	NA	NA	NA	NA	1.2200e-01	1.0000e+00	3.2100e+00	2.2300e+00	9.6900e-01	6.3700e-01	1.4900e+01	5.8700e-01	7.4100e+00	3.5800e-01	2.2600e+00
ENSG00000160563	meta	5	15	0	0	0	0	6.5000e-01	NA	6.5000e-01	NA	NA	NA	NA	6.5000e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	3.8000e-01	3.8700e+00	3.8000e-01	3.8700e+00	NA	NA
ENSG00000160570	meta	1	7	0	0	0	1	6.0500e-01	1.0000e+00	6.0500e-01	NA	NA	NA	NA	6.0500e-01	1.0000e+00	5.7300e-01	5.7300e-01	0.0000e+00	1.2700e-02	4.4600e+00	1.2700e-02	4.4600e+00	0.0000e+00	1.5600e+02
ENSG00000160584	meta	3	8	0	0	7	33	6.1500e-01	8.3800e-01	6.1500e-01	NA	NA	NA	NA	6.1500e-01	1.0000e+00	1.5100e+00	1.5100e+00	8.5100e-01	2.5700e-01	6.2700e+00	2.5700e-01	6.2700e+00	3.1800e-01	1.9600e+00
ENSG00000160588	meta	6	15	0	0	0	0	2.5500e-01	NA	2.5500e-01	NA	NA	NA	NA	2.5500e-01	1.0000e+00	1.6100e+00	1.6100e+00	NA	5.1000e-01	4.3800e+00	5.1000e-01	4.3800e+00	NA	NA
ENSG00000160593	meta	6	15	0	0	0	0	4.9000e-01	NA	4.9000e-01	NA	NA	NA	NA	4.9000e-01	1.0000e+00	1.6100e+00	1.6100e+00	NA	5.1000e-01	4.3800e+00	5.1000e-01	4.3800e+00	NA	NA
ENSG00000160602	meta	6	38	0	0	0	0	4.1200e-01	NA	4.1200e-01	NA	NA	NA	NA	4.1200e-01	1.0000e+00	6.3400e-01	6.3400e-01	NA	2.1900e-01	1.5100e+00	2.1900e-01	1.5100e+00	NA	NA
ENSG00000160606	meta	2	14	0	0	0	0	7.4300e-01	NA	7.4300e-01	NA	NA	NA	NA	7.4300e-01	1.0000e+00	5.7300e-01	5.7300e-01	NA	6.3200e-02	2.5000e+00	6.3200e-02	2.5000e+00	NA	NA
ENSG00000160613	meta	3	32	1	5	0	7	1.4400e-01	3.3900e-01	9.8900e-02	NA	NA	NA	NA	9.8900e-02	1.0000e+00	3.7600e-01	4.3400e-01	0.0000e+00	7.3700e-02	1.2000e+00	1.1200e-01	1.2100e+00	0.0000e+00	2.7800e+00
ENSG00000160633	meta	4	2	0	2	6	31	9.0300e-02	6.6900e-01	9.0300e-02	NA	NA	NA	NA	9.0300e-02	1.0000e+00	8.0300e+00	4.0100e+00	7.7700e-01	1.1500e+00	8.8900e+01	7.4800e-01	2.1600e+01	2.6500e-01	1.8900e+00
ENSG00000160654	meta	0	5	0	0	0	0	7.0600e-01	NA	7.0600e-01	NA	NA	NA	NA	7.0600e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	4.3800e+00	0.0000e+00	4.3800e+00	NA	NA
ENSG00000160678	meta	0	8	0	0	0	0	3.4400e-01	NA	3.4400e-01	NA	NA	NA	NA	3.4400e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	2.3500e+00	0.0000e+00	2.3500e+00	NA	NA
ENSG00000160679	meta	2	7	0	0	0	0	6.5900e-01	NA	6.5900e-01	NA	NA	NA	NA	6.5900e-01	1.0000e+00	1.1500e+00	1.1500e+00	NA	1.1600e-01	6.0200e+00	1.1600e-01	6.0200e+00	NA	NA
ENSG00000160683	meta	1	6	0	0	6	25	1.0000e+00	1.0000e+00	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	6.6900e-01	6.6900e-01	9.6300e-01	1.4500e-02	5.5100e+00	1.4500e-02	5.5100e+00	3.2300e-01	2.4100e+00
ENSG00000160685	meta	1	0	0	0	0	0	1.8000e-01	NA	1.8000e-01	NA	NA	NA	NA	1.8000e-01	1.0000e+00	Infinity	Infinity	NA	1.0300e-01	Infinity	1.0300e-01	Infinity	NA	NA
ENSG00000160688	meta	2	30	0	0	0	0	1.0800e-01	NA	1.0800e-01	NA	NA	NA	NA	1.0800e-01	1.0000e+00	2.6800e-01	2.6800e-01	NA	3.1000e-02	1.0500e+00	3.1000e-02	1.0500e+00	NA	NA
ENSG00000160691	meta	4	16	0	0	0	0	7.6900e-01	NA	7.6900e-01	NA	NA	NA	NA	7.6900e-01	1.0000e+00	1.0000e+00	1.0000e+00	NA	2.4400e-01	3.1100e+00	2.4400e-01	3.1100e+00	NA	NA
ENSG00000160695	meta	5	14	0	0	0	0	3.2300e-01	NA	3.2300e-01	NA	NA	NA	NA	3.2300e-01	1.0000e+00	1.4300e+00	1.4300e+00	NA	4.0400e-01	4.2100e+00	4.0400e-01	4.2100e+00	NA	NA
ENSG00000160703	meta	11	54	0	0	0	0	4.7200e-01	NA	4.7200e-01	NA	NA	NA	NA	4.7200e-01	1.0000e+00	8.1800e-01	8.1800e-01	NA	3.8500e-01	1.5800e+00	3.8500e-01	1.5800e+00	NA	NA
ENSG00000160710	meta	2	26	0	0	19	74	1.5700e-01	9.0800e-01	1.5700e-01	NA	NA	NA	NA	1.5700e-01	1.0000e+00	3.0900e-01	3.0900e-01	1.0300e+00	3.5500e-02	1.2300e+00	3.5500e-02	1.2300e+00	5.8800e-01	1.7200e+00
ENSG00000160712	meta	6	28	0	0	0	0	8.3000e-01	NA	8.3000e-01	NA	NA	NA	NA	8.3000e-01	1.0000e+00	8.6000e-01	8.6000e-01	NA	2.9100e-01	2.1200e+00	2.9100e-01	2.1200e+00	NA	NA
ENSG00000160714	meta	1	0	1	0	4	4	1.5300e-01	1.4100e-01	8.0700e-02	NA	NA	NA	NA	8.0700e-02	1.0000e+00	Infinity	Infinity	4.0100e+00	1.0300e-01	Infinity	7.5400e-01	Infinity	7.4800e-01	2.1600e+01
ENSG00000160716	meta	2	17	0	3	22	94	2.1500e-01	9.0900e-01	2.1500e-01	NA	NA	NA	NA	2.1500e-01	1.0000e+00	4.7200e-01	4.0100e-01	9.3900e-01	5.2900e-02	1.9900e+00	4.5500e-02	1.6500e+00	5.6200e-01	1.5100e+00
ENSG00000160741	meta	1	12	0	0	0	0	3.6800e-01	NA	3.6800e-01	NA	NA	NA	NA	3.6800e-01	1.0000e+00	3.3400e-01	3.3400e-01	NA	7.8300e-03	2.2600e+00	7.8300e-03	2.2600e+00	NA	NA
ENSG00000160746	meta	8	39	0	0	0	0	8.1400e-01	NA	8.1400e-01	NA	NA	NA	NA	8.1400e-01	1.0000e+00	8.2300e-01	8.2300e-01	NA	3.3200e-01	1.7900e+00	3.3200e-01	1.7900e+00	NA	NA
ENSG00000160752	meta	3	9	0	0	0	0	7.3700e-01	NA	7.3700e-01	NA	NA	NA	NA	7.3700e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	2.3300e-01	5.3600e+00	2.3300e-01	5.3600e+00	NA	NA
ENSG00000160753	meta	8	14	0	0	12	23	2.6500e-01	8.9400e-02	1.3500e-01	NA	NA	NA	NA	1.3500e-01	1.0000e+00	2.2900e+00	2.2900e+00	2.0900e+00	8.3400e-01	5.8600e+00	8.3400e-01	5.8600e+00	9.5000e-01	4.3900e+00
