"MGI.symbol","ENSMUSG","HGNC.symbol","ENSG","dataset","RBP","msORhs","data.type","dataset.id","regulation","cell.type"
"Gria4","ENSMUSG00000025892","GRIA4","ENSG00000152578","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Grik1","ENSMUSG00000022935","GRIK1","ENSG00000171189","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Grik2","ENSMUSG00000056073","GRIK2","ENSG00000164418","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Grin1","ENSMUSG00000026959","GRIN1","ENSG00000176884","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Grin2c","ENSMUSG00000020734","GRIN2C","ENSG00000161509","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Grina","ENSMUSG00000022564","GRINA","ENSG00000178719","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Grip1","ENSMUSG00000034813","GRIP1","ENSG00000155974","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gripap1","ENSMUSG00000031153","GRIPAP1","ENSG00000068400","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Grm7","ENSMUSG00000056755","GRM7","ENSG00000196277","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Grtp1","ENSMUSG00000038515","GRTP1","ENSG00000139835","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gse1","ENSMUSG00000031822","GSE1","ENSG00000131149","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gsk3b","ENSMUSG00000022812","GSK3B","ENSG00000082701","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gspt1","ENSMUSG00000062203","GSPT1","ENSG00000103342","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gss","ENSMUSG00000027610","GSS","ENSG00000100983","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gtdc1","ENSMUSG00000036890","GTDC1","ENSG00000121964","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gtf2a2","ENSMUSG00000033543","GTF2A2","ENSG00000140307","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gtf2f2","ENSMUSG00000067995","GTF2F2","ENSG00000188342","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gtf2h3","ENSMUSG00000029387","GTF2H3","ENSG00000111358","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gtf2i","ENSMUSG00000060261","GTF2I","ENSG00000263001","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gtf3a","ENSMUSG00000016503","GTF3A","ENSG00000122034","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gtpbp2","ENSMUSG00000023952","GTPBP2","ENSG00000172432","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gtpbp6","ENSMUSG00000033434","GTPBP6","ENSG00000178605","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gusb","ENSMUSG00000025534","GUSB","ENSG00000169919","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Gyg","ENSMUSG00000019528","GYG1","ENSG00000163754","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Haus7","ENSMUSG00000031371","HAUS7","ENSG00000213397","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hcfc2","ENSMUSG00000020246","HCFC2","ENSG00000111727","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hdac5","ENSMUSG00000008855","HDAC5","ENSG00000108840","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hdac7","ENSMUSG00000022475","HDAC7","ENSG00000061273","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Heatr3","ENSMUSG00000031657","HEATR3","ENSG00000155393","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hectd1","ENSMUSG00000035247","HECTD1","ENSG00000092148","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Herc1","ENSMUSG00000038664","HERC1","ENSG00000103657","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hes6","ENSMUSG00000067071","HES6","ENSG00000144485","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hip1","ENSMUSG00000039959","HIP1","ENSG00000127946","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hipk2","ENSMUSG00000061436","HIPK2","ENSG00000064393","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hmgb2","ENSMUSG00000054717","HMGB2","ENSG00000164104","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hmgb3","ENSMUSG00000015217","HMGB3","ENSG00000029993","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hmgcs1","ENSMUSG00000093930","HMGCS1","ENSG00000112972","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hmgn3","ENSMUSG00000066456","HMGN3","ENSG00000118418","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hmgxb3","ENSMUSG00000024622","HMGXB3","ENSG00000113716","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hmox2","ENSMUSG00000004070","HMOX2","ENSG00000103415","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hnrnpd","ENSMUSG00000000568","HNRNPD","ENSG00000138668","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hnrnph1","ENSMUSG00000007850","HNRNPH1","ENSG00000169045","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hnrnph3","ENSMUSG00000020069","HNRNPH3","ENSG00000096746","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hnrnpr","ENSMUSG00000066037","HNRNPR","ENSG00000125944","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hs3st5","ENSMUSG00000044499","HS3ST5","ENSG00000249853","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hsf1","ENSMUSG00000022556","HSF1","ENSG00000185122","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Hsf2","ENSMUSG00000019878","HSF2","ENSG00000025156","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Huwe1","ENSMUSG00000025261","HUWE1","ENSG00000086758","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ica1l","ENSMUSG00000026018","ICA1L","ENSG00000163596","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Idh3a","ENSMUSG00000032279","IDH3A","ENSG00000166411","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ift122","ENSMUSG00000030323","IFT122","ENSG00000163913","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ift20","ENSMUSG00000001105","IFT20","ENSG00000109083","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ift46","ENSMUSG00000002031","IFT46","ENSG00000118096","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ift52","ENSMUSG00000017858","IFT52","ENSG00000101052","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ift80","ENSMUSG00000027778","IFT80","ENSG00000068885","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ift81","ENSMUSG00000029469","IFT81","ENSG00000122970","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Igdcc4","ENSMUSG00000032816","IGDCC4","ENSG00000103742","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Igsf1","ENSMUSG00000031111","IGSF1","ENSG00000147255","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Igsf21","ENSMUSG00000040972","IGSF21","ENSG00000117154","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Igsf3","ENSMUSG00000042035","IGSF3","ENSG00000143061","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Il34","ENSMUSG00000031750","IL34","ENSG00000157368","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ilk","ENSMUSG00000030890","ILK","ENSG00000166333","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ilkap","ENSMUSG00000026309","ILKAP","ENSG00000132323","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Incenp","ENSMUSG00000024660","INCENP","ENSG00000149503","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ino80","ENSMUSG00000034154","INO80","ENSG00000128908","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Inpp5e","ENSMUSG00000026925","INPP5E","ENSG00000148384","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Inppl1","ENSMUSG00000032737","INPPL1","ENSG00000165458","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ip6k2","ENSMUSG00000032599","IP6K2","ENSG00000068745","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ipo11","ENSMUSG00000042590","IPO11","ENSG00000086200","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ipo8","ENSMUSG00000040029","IPO8","ENSG00000133704","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ipp","ENSMUSG00000028696","IPP","ENSG00000197429","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Iqsec1","ENSMUSG00000034312","IQSEC1","ENSG00000144711","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Iqsec2","ENSMUSG00000041115","IQSEC2","ENSG00000124313","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Iqsec3","ENSMUSG00000040797","IQSEC3","ENSG00000120645","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Islr2","ENSMUSG00000051243","ISLR2","ENSG00000167178","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Isyna1","ENSMUSG00000019139","ISYNA1","ENSG00000105655","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Itga7","ENSMUSG00000025348","ITGA7","ENSG00000135424","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Itgb4","ENSMUSG00000020758","ITGB4","ENSG00000132470","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Itpr1","ENSMUSG00000030102","ITPR1","ENSG00000150995","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ivns1abp","ENSMUSG00000023150","IVNS1ABP","ENSG00000116679","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Jag2","ENSMUSG00000002799","JAG2","ENSG00000184916","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Jak2","ENSMUSG00000024789","JAK2","ENSG00000096968","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Jam2","ENSMUSG00000053062","JAM2","ENSG00000154721","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Jarid2","ENSMUSG00000038518","JARID2","ENSG00000008083","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kansl1","ENSMUSG00000018412","KANSL1","ENSG00000120071","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kat2a","ENSMUSG00000020918","KAT2A","ENSG00000108773","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kat2b","ENSMUSG00000000708","KAT2B","ENSG00000114166","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kat5","ENSMUSG00000024926","KAT5","ENSG00000172977","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kcna6","ENSMUSG00000038077","KCNA6","ENSG00000151079","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kcnh1","ENSMUSG00000058248","KCNH1","ENSG00000143473","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kcnip1","ENSMUSG00000053519","KCNIP1","ENSG00000182132","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kcnn1","ENSMUSG00000002908","KCNN1","ENSG00000105642","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kcnq2","ENSMUSG00000016346","KCNQ2","ENSG00000075043","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kcnt1","ENSMUSG00000058740","KCNT1","ENSG00000107147","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kctd17","ENSMUSG00000033287","KCTD17","ENSG00000100379","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kctd3","ENSMUSG00000026608","KCTD3","ENSG00000136636","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kctd9","ENSMUSG00000034327","KCTD9","ENSG00000104756","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kdm2a","ENSMUSG00000054611","KDM2A","ENSG00000173120","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kdm3b","ENSMUSG00000038773","KDM3B","ENSG00000120733","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kdm5c","ENSMUSG00000025332","KDM5C","ENSG00000126012","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kidins220","ENSMUSG00000036333","KIDINS220","ENSG00000134313","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kif13b","ENSMUSG00000060012","KIF13B","ENSG00000197892","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kif1a","ENSMUSG00000014602","KIF1A","ENSG00000130294","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kif21a","ENSMUSG00000022629","KIF21A","ENSG00000139116","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kif21b","ENSMUSG00000041642","KIF21B","ENSG00000116852","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kif22","ENSMUSG00000030677","KIF22","ENSG00000079616","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kif5c","ENSMUSG00000026764","KIF5C","ENSG00000168280","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kifap3","ENSMUSG00000026585","KIFAP3","ENSG00000075945","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kifc2","ENSMUSG00000004187","KIFC2","ENSG00000167702","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kifc3","ENSMUSG00000031788","KIFC3","ENSG00000140859","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kirrel3","ENSMUSG00000032036","KIRREL3","ENSG00000149571","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kit","ENSMUSG00000005672","KIT","ENSG00000157404","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Klf12","ENSMUSG00000072294","KLF12","ENSG00000118922","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Klhdc10","ENSMUSG00000029775","KLHDC10","ENSG00000128607","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Klhdc3","ENSMUSG00000063576","KLHDC3","ENSG00000124702","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Klhl12","ENSMUSG00000026455","KLHL12","ENSG00000117153","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Klhl13","ENSMUSG00000036782","KLHL13","ENSG00000003096","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Klhl24","ENSMUSG00000062901","KLHL24","ENSG00000114796","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Klhl32","ENSMUSG00000040387","KLHL32","ENSG00000186231","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Klhl4","ENSMUSG00000025597","KLHL4","ENSG00000102271","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Klk6","ENSMUSG00000050063","KLK6","ENSG00000167755","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kmt2b","ENSMUSG00000006307","KMT2B","ENSG00000272333","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kmt2c","ENSMUSG00000038056","KMT2C","ENSG00000055609","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Kmt2e","ENSMUSG00000029004","KMT2E","ENSG00000005483","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ksr1","ENSMUSG00000018334","KSR1","ENSG00000141068","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ktn1","ENSMUSG00000021843","KTN1","ENSG00000126777","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"L1cam","ENSMUSG00000031391","L1CAM","ENSG00000198910","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"L3mbtl2","ENSMUSG00000022394","L3MBTL2","ENSG00000100395","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"L3mbtl3","ENSMUSG00000039089","L3MBTL3","ENSG00000198945","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lage3","ENSMUSG00000015289","LAGE3","ENSG00000196976","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lamp2","ENSMUSG00000016534","LAMP2","ENSG00000005893","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Laptm4a","ENSMUSG00000020585","LAPTM4A","ENSG00000068697","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lasp1","ENSMUSG00000038366","LASP1","ENSG00000002834","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Letmd1","ENSMUSG00000037353","LETMD1","ENSG00000050426","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lin37","ENSMUSG00000036845","LIN37","ENSG00000267796","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lin7a","ENSMUSG00000019906","LIN7A","ENSG00000111052","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lman2l","ENSMUSG00000001143","LMAN2L","ENSG00000114988","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lpar1","ENSMUSG00000038668","LPAR1","ENSG00000198121","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lpcat4","ENSMUSG00000027134","LPCAT4","ENSG00000176454","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lrba","ENSMUSG00000028080","LRBA","ENSG00000198589","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lrch1","ENSMUSG00000068015","LRCH1","ENSG00000136141","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lrch3","ENSMUSG00000022801","LRCH3","ENSG00000186001","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lrp11","ENSMUSG00000019796","LRP11","ENSG00000120256","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lrp12","ENSMUSG00000022305","LRP12","ENSG00000147650","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lrp8","ENSMUSG00000028613","LRP8","ENSG00000157193","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lrrc27","ENSMUSG00000015980","LRRC27","ENSG00000148814","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lrrc42","ENSMUSG00000028617","LRRC42","ENSG00000116212","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lrrc4c","ENSMUSG00000050587","LRRC4C","ENSG00000148948","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lrrc58","ENSMUSG00000034158","LRRC58","ENSG00000163428","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lsm14a","ENSMUSG00000066568","LSM14A","ENSG00000257103","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lsm6","ENSMUSG00000031683","LSM6","ENSG00000164167","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lsr","ENSMUSG00000001247","LSR","ENSG00000105699","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Ltbp3","ENSMUSG00000024940","LTBP3","ENSG00000168056","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Luc7l","ENSMUSG00000024188","LUC7L","ENSG00000007392","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Luzp2","ENSMUSG00000063297","LUZP2","ENSG00000187398","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lztr1","ENSMUSG00000022761","LZTR1","ENSG00000099949","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Lzts3","ENSMUSG00000037703","LZTS3","ENSG00000088899","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Macf1","ENSMUSG00000028649","MACF1","ENSG00000127603","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Macrod2","ENSMUSG00000068205","MACROD2","ENSG00000172264","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mad1l1","ENSMUSG00000029554","MAD1L1","ENSG00000002822","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Madd","ENSMUSG00000040687","MADD","ENSG00000110514","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Magi1","ENSMUSG00000045095","MAGI1","ENSG00000151276","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Magt1","ENSMUSG00000031232","MAGT1","ENSG00000102158","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Man1b1","ENSMUSG00000036646","MAN1B1","ENSG00000177239","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Maob","ENSMUSG00000040147","MAOB","ENSG00000069535","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Map2k1","ENSMUSG00000004936","MAP2K1","ENSG00000169032","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Map2k5","ENSMUSG00000058444","MAP2K5","ENSG00000137764","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Map3k12","ENSMUSG00000023050","MAP3K12","ENSG00000139625","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Map4","ENSMUSG00000032479","MAP4","ENSG00000047849","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Map4k4","ENSMUSG00000026074","MAP4K4","ENSG00000071054","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Map7","ENSMUSG00000019996","MAP7","ENSG00000135525","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Map7d1","ENSMUSG00000028849","MAP7D1","ENSG00000116871","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mapk9","ENSMUSG00000020366","MAPK9","ENSG00000050748","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mapkbp1","ENSMUSG00000033902","MAPKBP1","ENSG00000137802","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mapre1","ENSMUSG00000027479","MAPRE1","ENSG00000101367","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mark2","ENSMUSG00000024969","MARK2","ENSG00000072518","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mark3","ENSMUSG00000007411","MARK3","ENSG00000075413","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mark4","ENSMUSG00000030397","MARK4","ENSG00000007047","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mars","ENSMUSG00000040354","MARS1","ENSG00000166986","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mas1","ENSMUSG00000068037","MAS1","ENSG00000130368","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mast2","ENSMUSG00000003810","MAST2","ENSG00000086015","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mat2a","ENSMUSG00000053907","MAT2A","ENSG00000168906","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Matn2","ENSMUSG00000022324","MATN2","ENSG00000132561","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mbd6","ENSMUSG00000025409","MBD6","ENSG00000166987","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mbnl2","ENSMUSG00000022139","MBNL2","ENSG00000139793","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mcam","ENSMUSG00000032135","MCAM","ENSG00000076706","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mcrs1","ENSMUSG00000037570","MCRS1","ENSG00000187778","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mdfi","ENSMUSG00000032717","MDFI","ENSG00000112559","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mdm2","ENSMUSG00000020184","MDM2","ENSG00000135679","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Mecp2","ENSMUSG00000031393","MECP2","ENSG00000169057","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
"Med12","ENSMUSG00000079487","MED12","ENSG00000184634","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA,"Neuron"
